,title,page_link,writer,script_link
1091,There's Something About Mary,https://imsdb.com/Movie%20Scripts/There's%20Something%20About%20Mary%20Script.html,"Written by Peter Farrelly,Bobby Farrelly,Ed Decter,John J. Strauss",https://imsdb.com/scripts/There's-Something-About-Mary.html
1092,They,https://imsdb.com/Movie%20Scripts/They%20Script.html,Written by Brendan Hood,https://imsdb.com/scripts/They.html
1093,"Thing, The","https://imsdb.com/Movie%20Scripts/Thing,%20The%20Script.html","Written by John W. Campbell Jr.,Bill Lancaster","https://imsdb.com/scripts/Thing,-The.html"
1094,"Things My Father Never Taught Me, The","https://imsdb.com/Movie%20Scripts/Things%20My%20Father%20Never%20Taught%20Me,%20The%20Script.html",Written by Burleigh Smith,"https://imsdb.com/scripts/Things-My-Father-Never-Taught-Me,-The.html"
1095,Thirteen Days,https://imsdb.com/Movie%20Scripts/Thirteen%20Days%20Script.html,Written by David Self,https://imsdb.com/scripts/Thirteen-Days.html
1096,This Boy's Life,https://imsdb.com/Movie%20Scripts/This%20Boy's%20Life%20Script.html,Written by Robert Getchell,https://imsdb.com/scripts/This-Boy's-Life.html
1097,This is 40,https://imsdb.com/Movie%20Scripts/This%20is%2040%20Script.html,Written by Judd Apatow,https://imsdb.com/scripts/This-is-40.html
1098,Thor,https://imsdb.com/Movie%20Scripts/Thor%20Script.html,"Written by Ashley Miller,Zack Stentz",https://imsdb.com/scripts/Thor.html
1099,Thor Ragnarok,https://imsdb.com/Movie%20Scripts/Thor%20Ragnarok%20Script.html,"Written by Eric Pearson,Craig Kyle,Christopher L. Yost",https://imsdb.com/scripts/Thor-Ragnarok.html
1100,Three Kings,https://imsdb.com/Movie%20Scripts/Three%20Kings%20Script.html,"Written by David O. Russell,John Ridley",https://imsdb.com/scripts/Three-Kings.html
1101,Three Kings (Spoils of War),https://imsdb.com/Movie%20Scripts/Three%20Kings%20(Spoils%20of%20War)%20Script.html,Written by John Ridley,https://imsdb.com/scripts/Three-Kings-(Spoils-of-War).html
1102,Three Men and a Baby,https://imsdb.com/Movie%20Scripts/Three%20Men%20and%20a%20Baby%20Script.html,"Written by Jim Cruickshank,James Orr,Colline Serreau",https://imsdb.com/scripts/Three-Men-and-a-Baby.html
1103,"Three Musketeers, The","https://imsdb.com/Movie%20Scripts/Three%20Musketeers,%20The%20Script.html",Written by David Loughery,"https://imsdb.com/scripts/Three-Musketeers,-The.html"
1104,Thunderbirds,https://imsdb.com/Movie%20Scripts/Thunderbirds%20Script.html,"Written by Peter Hewitt,William Osborne,Michael McCullers",https://imsdb.com/scripts/Thunderbirds.html
1105,Thunderheart,https://imsdb.com/Movie%20Scripts/Thunderheart%20Script.html,Written by John Fusco,https://imsdb.com/scripts/Thunderheart.html
1106,Ticker,https://imsdb.com/Movie%20Scripts/Ticker%20Script.html,Written by Paul B. Margolis,https://imsdb.com/scripts/Ticker.html
1107,Timber Falls,https://imsdb.com/Movie%20Scripts/Timber%20Falls%20Script.html,"Written by Dan Kay,Tony Giglio",https://imsdb.com/scripts/Timber-Falls.html
1108,"Time Machine, The","https://imsdb.com/Movie%20Scripts/Time%20Machine,%20The%20Script.html",Written by John Logan,"https://imsdb.com/scripts/Time-Machine,-The.html"
1109,Tin Cup,https://imsdb.com/Movie%20Scripts/Tin%20Cup%20Script.html,"Written by John Norville,Ron Shelton",https://imsdb.com/scripts/Tin-Cup.html
1110,Tin Men,https://imsdb.com/Movie%20Scripts/Tin%20Men%20Script.html,Written by Barry Levinson,https://imsdb.com/scripts/Tin-Men.html
1111,Tinker Tailor Soldier Spy,https://imsdb.com/Movie%20Scripts/Tinker%20Tailor%20Soldier%20Spy%20Script.html,"Written by Bridget O'Connor,Peter Straughan",https://imsdb.com/scripts/Tinker-Tailor-Soldier-Spy.html
1112,Titanic,https://imsdb.com/Movie%20Scripts/Titanic%20Script.html,Written by James Cameron,https://imsdb.com/scripts/Titanic.html
1113,TMNT,https://imsdb.com/Movie%20Scripts/TMNT%20Script.html,Written by Kevin Munroe,https://imsdb.com/scripts/TMNT.html
1114,To Sleep with Anger,https://imsdb.com/Movie%20Scripts/To%20Sleep%20with%20Anger%20Script.html,Written by Charles Burnett,https://imsdb.com/scripts/To-Sleep-with-Anger.html
1115,Tombstone,https://imsdb.com/Movie%20Scripts/Tombstone%20Script.html,Written by Kevin Jarre,https://imsdb.com/scripts/Tombstone.html
1116,Tomorrow Never Dies,https://imsdb.com/Movie%20Scripts/Tomorrow%20Never%20Dies%20Script.html,"Written by Bruce Feirstein,Ian Fleming",https://imsdb.com/scripts/Tomorrow-Never-Dies.html
1117,Top Gun,https://imsdb.com/Movie%20Scripts/Top%20Gun%20Script.html,Written by Chip Proser,https://imsdb.com/scripts/Top-Gun.html
1118,Total Recall,https://imsdb.com/Movie%20Scripts/Total%20Recall%20Script.html,"Written by Ronald Shusett,Dan O'Bannon,Steven Pressfield",https://imsdb.com/scripts/Total-Recall.html
1119,"Tourist, The","https://imsdb.com/Movie%20Scripts/Tourist,%20The%20Script.html",Written by Julian Fellowes,"https://imsdb.com/scripts/Tourist,-The.html"
1120,"Town, The","https://imsdb.com/Movie%20Scripts/Town,%20The%20Script.html","Written by Peter Craig,Ben Affleck,Aaron Stockard,Chuck Hogan","https://imsdb.com/scripts/Town,-The.html"
1121,Toy Story,https://imsdb.com/Movie%20Scripts/Toy%20Story%20Script.html,"Written by Joss Whedon,Andrew Stanton,Joel Cohen,Alec Sokolow",https://imsdb.com/scripts/Toy-Story.html
1122,Traffic,https://imsdb.com/Movie%20Scripts/Traffic%20Script.html,Written by Stephen Gaghan,https://imsdb.com/scripts/Traffic.html
1123,Training Day,https://imsdb.com/Movie%20Scripts/Training%20Day%20Script.html,Written by David Ayer,https://imsdb.com/scripts/Training-Day.html
1124,Trainspotting,https://imsdb.com/Movie%20Scripts/Trainspotting%20Script.html,"Written by Irvine Welsh,John Hodge",https://imsdb.com/scripts/Trainspotting.html
1125,Transformers: The Movie,https://imsdb.com/Movie%20Scripts/Transformers:%20The%20Movie%20Script.html,Written by Ron Friedman,https://imsdb.com/scripts/Transformers-The-Movie.html
1126,Tremors,https://imsdb.com/Movie%20Scripts/Tremors%20Script.html,"Written by S. S. Wilson,Brent Maddock",https://imsdb.com/scripts/Tremors.html
1127,Tristan and Isolde,https://imsdb.com/Movie%20Scripts/Tristan%20and%20Isolde%20Script.html,Written by Dean Georgaris,https://imsdb.com/scripts/Tristan-and-Isolde.html
1128,TRON,https://imsdb.com/Movie%20Scripts/TRON%20Script.html,"Written by Steven Lisberger,Bonnie MacBird,Charlie Haas",https://imsdb.com/scripts/TRON.html
1129,TRON: Legacy,https://imsdb.com/Movie%20Scripts/TRON:%20Legacy%20Script.html,Written by Richard Jefferies,https://imsdb.com/scripts/TRON-Legacy.html
1130,Tropic Thunder,https://imsdb.com/Movie%20Scripts/Tropic%20Thunder%20Script.html,"Written by Ethan Cohen,Ben Stiller,Justin Theroux",https://imsdb.com/scripts/Tropic-Thunder.html
1131,Troy,https://imsdb.com/Movie%20Scripts/Troy%20Script.html,Written by David Benioff,no script
1132,True Grit,https://imsdb.com/Movie%20Scripts/True%20Grit%20Script.html,"Written by Joel Cohen,Ethan Coen,Charles Portis",https://imsdb.com/scripts/True-Grit.html
1133,True Lies,https://imsdb.com/Movie%20Scripts/True%20Lies%20Script.html,"Written by Claude Zidi,Simon Micha�l,Didier Kaminka,James Cameron",https://imsdb.com/scripts/True-Lies.html
1134,True Romance,https://imsdb.com/Movie%20Scripts/True%20Romance%20Script.html,Written by Quentin Tarantino,https://imsdb.com/scripts/True-Romance.html
1135,"Truman Show, The","https://imsdb.com/Movie%20Scripts/Truman%20Show,%20The%20Script.html",Written by Andrew Niccol,"https://imsdb.com/scripts/Truman-Show,-The.html"
1136,Twilight,https://imsdb.com/Movie%20Scripts/Twilight%20Script.html,Written by Melissa Rosenberg,https://imsdb.com/scripts/Twilight.html
1137,Twilight: New Moon,https://imsdb.com/Movie%20Scripts/Twilight:%20New%20Moon%20Script.html,"Written by Melissa Rosenberg,Stephenie Meyer",https://imsdb.com/scripts/Twilight-New-Moon.html
1138,Twin Peaks,https://imsdb.com/Movie%20Scripts/Twin%20Peaks%20Script.html,"Written by Mark Frost,David Lynch,Robert Engels",https://imsdb.com/scripts/Twin-Peaks.html
1139,Twins,https://imsdb.com/Movie%20Scripts/Twins%20Script.html,"Written by William Osborne,William Davies,Timothy Harris,Hershel Weingrod,William Goldman",https://imsdb.com/scripts/Twins.html
1140,Twister,https://imsdb.com/Movie%20Scripts/Twister%20Script.html,"Written by Michael Crichton,Anne-Marie Martin",https://imsdb.com/scripts/Twister.html
1141,Two For The Money,https://imsdb.com/Movie%20Scripts/Two%20For%20The%20Money%20Script.html,Written by Dan Gilroy,https://imsdb.com/scripts/Two-For-The-Money.html
1142,U Turn,https://imsdb.com/Movie%20Scripts/U%20Turn%20Script.html,"Written by John Ridley,Richard Rutowski,Oliver Stone",https://imsdb.com/scripts/U-Turn.html
1143,"Ugly Truth, The","https://imsdb.com/Movie%20Scripts/Ugly%20Truth,%20The%20Script.html","Written by Nicole Eastman,Tracey Jackson,Peter Hume,David Diamond,David Weissman,Roger Kumble","https://imsdb.com/scripts/Ugly-Truth,-The.html"
1144,Un Singe en Hiver,https://imsdb.com/Movie%20Scripts/Un%20Singe%20en%20Hiver%20Script.html,"Written by Michel Audiard,Antoine Blondin,Fran�ois Boyer",https://imsdb.com/scripts/Un-Singe-en-Hiver.html
1145,Unbreakable,https://imsdb.com/Movie%20Scripts/Unbreakable%20Script.html,Written by M. Night Shyamalan,https://imsdb.com/scripts/Unbreakable.html
1146,Under Fire,https://imsdb.com/Movie%20Scripts/Under%20Fire%20Script.html,"Written by Clayton Frohman,Ron Shelton",https://imsdb.com/scripts/Under-Fire.html
1147,Unforgiven,https://imsdb.com/Movie%20Scripts/Unforgiven%20Script.html,Written by David Peoples,no script
1148,Unknown,https://imsdb.com/Movie%20Scripts/Unknown%20Script.html,"Written by Oliver Butcher,Stephen Cornwell",https://imsdb.com/scripts/Unknown.html
1149,Up,https://imsdb.com/Movie%20Scripts/Up%20Script.html,"Written by Pete Docter,Bob Peterson,Thomas McCarthy",https://imsdb.com/scripts/Up.html
1150,Up in the Air,https://imsdb.com/Movie%20Scripts/Up%20in%20the%20Air%20Script.html,"Written by Jason Reitman,Sheldon Turner",https://imsdb.com/scripts/Up-in-the-Air.html
1151,"Usual Suspects, The","https://imsdb.com/Movie%20Scripts/Usual%20Suspects,%20The%20Script.html",Written by Christopher McQuarrie,"https://imsdb.com/scripts/Usual-Suspects,-The.html"
1152,V for Vendetta,https://imsdb.com/Movie%20Scripts/V%20for%20Vendetta%20Script.html,"Written by Andy Wachowski,Larry Wachowski",https://imsdb.com/scripts/V-for-Vendetta.html
1153,Valentine's Day,https://imsdb.com/Movie%20Scripts/Valentine's%20Day%20Script.html,Written by Katherine Fugate,no script
1154,Valkyrie,https://imsdb.com/Movie%20Scripts/Valkyrie%20Script.html,"Written by Christopher McQuarrie,Nathan Alexander",https://imsdb.com/scripts/Valkyrie.html
1155,Vanilla Sky,https://imsdb.com/Movie%20Scripts/Vanilla%20Sky%20Script.html,Written by Cameron Crowe,https://imsdb.com/scripts/Vanilla-Sky.html
1156,"Verdict, The","https://imsdb.com/Movie%20Scripts/Verdict,%20The%20Script.html","Written by Barry Reed,David Mamet","https://imsdb.com/scripts/Verdict,-The.html"
1157,Vertigo,https://imsdb.com/Movie%20Scripts/Vertigo%20Script.html,"Written by Alec Coppel,Samuel Taylor",https://imsdb.com/scripts/Vertigo.pdf
1158,Very Bad Things,https://imsdb.com/Movie%20Scripts/Very%20Bad%20Things%20Script.html,Written by Peter Berg,https://imsdb.com/scripts/Very-Bad-Things.html
1159,"Village, The","https://imsdb.com/Movie%20Scripts/Village,%20The%20Script.html",Written by M. Night Shyamalan,"https://imsdb.com/scripts/Village,-The.html"
1160,Virtuosity,https://imsdb.com/Movie%20Scripts/Virtuosity%20Script.html,Written by Eric Bernt,https://imsdb.com/scripts/Virtuosity.html
1161,"Visitor, The","https://imsdb.com/Movie%20Scripts/Visitor,%20The%20Script.html",Written by Thomas McCarthy,"https://imsdb.com/scripts/Visitor,-The.html"
1162,Wag the Dog,https://imsdb.com/Movie%20Scripts/Wag%20the%20Dog%20Script.html,Written by David Mamet,https://imsdb.com/scripts/Wag-the-Dog.html
1163,"Walk to Remember, A","https://imsdb.com/Movie%20Scripts/Walk%20to%20Remember,%20A%20Script.html",Written by Karen Janszen,"https://imsdb.com/scripts/Walk-to-Remember,-A.html"
1164,Walking Tall,https://imsdb.com/Movie%20Scripts/Walking%20Tall%20Script.html,"Written by Mort Briskin,David Klass",https://imsdb.com/scripts/Walking-Tall.html
1165,Wall Street,https://imsdb.com/Movie%20Scripts/Wall%20Street%20Script.html,"Written by Stanley Weiser,Oliver Stone",https://imsdb.com/scripts/Wall-Street.html
1166,Wall Street: Money Never Sleeps,https://imsdb.com/Movie%20Scripts/Wall%20Street:%20Money%20Never%20Sleeps%20Script.html,Written by Allan Loeb,https://imsdb.com/scripts/Wall-Street-Money-Never-Sleeps.html
1167,Wall-E,https://imsdb.com/Movie%20Scripts/Wall-E%20Script.html,"Written by Andrew Stanton,Pete Docter",https://imsdb.com/scripts/Wall-E.html
1168,Wanted,https://imsdb.com/Movie%20Scripts/Wanted%20Script.html,"Written by Michael Brandt,Derek Haas",https://imsdb.com/scripts/Wanted.html
1169,War for the Planet of the Apes,https://imsdb.com/Movie%20Scripts/War%20for%20the%20Planet%20of%20the%20Apes%20Script.html,"Written by Mark Bomback,Matt Reeves",https://imsdb.com/scripts/War-for-the-Planet-of-the-Apes.html
1170,War Horse,https://imsdb.com/Movie%20Scripts/War%20Horse%20Script.html,"Written by Lee Hall,Richard Curtis",https://imsdb.com/scripts/War-Horse.html
1171,War of the Worlds,https://imsdb.com/Movie%20Scripts/War%20of%20the%20Worlds%20Script.html,"Written by Josh Friedman,David Koepp",https://imsdb.com/scripts/War-of-the-Worlds.html
1172,Warm Springs,https://imsdb.com/Movie%20Scripts/Warm%20Springs%20Script.html,Written by Margaret Nagle,https://imsdb.com/scripts/Warm-Springs.html
1173,Warrior,https://imsdb.com/Movie%20Scripts/Warrior%20Script.html,"Written by Gavin O'Connor,Anthony Tambakis,Cliff Dorfman",https://imsdb.com/scripts/Warrior.html
1174,Watchmen,https://imsdb.com/Movie%20Scripts/Watchmen%20Script.html,"Written by David Hayter,Alex Tse",https://imsdb.com/scripts/Watchmen.html
1175,Water for Elephants,https://imsdb.com/Movie%20Scripts/Water%20for%20Elephants%20Script.html,Written by Richard Lagravenese,https://imsdb.com/scripts/Water-for-Elephants.html
1176,"Way Back, The","https://imsdb.com/Movie%20Scripts/Way%20Back,%20The%20Script.html","Written by Peter Weir,Slavomir Rawicz","https://imsdb.com/scripts/Way-Back,-The.html"
1177,We Own the Night,https://imsdb.com/Movie%20Scripts/We%20Own%20the%20Night%20Script.html,Written by James Gray,https://imsdb.com/scripts/We-Own-the-Night.html
1178,What About Bob?,https://imsdb.com/Movie%20Scripts/What%20About%20Bob?%20Script.html,"Written by Tom Schulman,Alvin Sargent,Laura Ziskin",no script
1179,What Lies Beneath,https://imsdb.com/Movie%20Scripts/What%20Lies%20Beneath%20Script.html,"Written by Sarah Kernochan,Clark Gregg",https://imsdb.com/scripts/What-Lies-Beneath.html
1180,When a Stranger Calls,https://imsdb.com/Movie%20Scripts/When%20a%20Stranger%20Calls%20Script.html,"Written by Steve Feke,Fred Walton",https://imsdb.com/scripts/When-a-Stranger-Calls.html
1181,When Harry Met Sally,https://imsdb.com/Movie%20Scripts/When%20Harry%20Met%20Sally%20Script.html,Written by Nora Ephron,https://imsdb.com/scripts/When-Harry-Met-Sally.pdf
1182,While She Was Out,https://imsdb.com/Movie%20Scripts/While%20She%20Was%20Out%20Script.html,"Written by Susan Montford,Edward Bryant",https://imsdb.com/scripts/While-She-Was-Out.html
1183,"Whistleblower, The","https://imsdb.com/Movie%20Scripts/Whistleblower,%20The%20Script.html","Written by Eilis Kirwan,Larysa Kondracki","https://imsdb.com/scripts/Whistleblower,-The.html"
1184,White Christmas,https://imsdb.com/Movie%20Scripts/White%20Christmas%20Script.html,"Written by Norman Krasna,Melvin Frank,Norman Panama",https://imsdb.com/scripts/White-Christmas.html
1185,White Jazz,https://imsdb.com/Movie%20Scripts/White%20Jazz%20Script.html,"Written by Joe Carnahan,Matthew Michael Carnahan",https://imsdb.com/scripts/White-Jazz.html
1186,"White Ribbon, The","https://imsdb.com/Movie%20Scripts/White%20Ribbon,%20The%20Script.html",Written by Michael Haneke,"https://imsdb.com/scripts/White-Ribbon,-The.html"
1187,White Squall,https://imsdb.com/Movie%20Scripts/White%20Squall%20Script.html,"Written by Charles Gieg Jr,Felix Sutton,Todd Robinson",https://imsdb.com/scripts/White-Squall.html
1188,Whiteout,https://imsdb.com/Movie%20Scripts/Whiteout%20Script.html,"Written by Jon Hoeber,Erich Hoeber,Greg Rucka",https://imsdb.com/scripts/Whiteout.html
1189,Who Framed Roger Rabbit?,https://imsdb.com/Movie%20Scripts/Who%20Framed%20Roger%20Rabbit?%20Script.html,"Written by Jeffrey Price,Peter S. Seaman",no script
1190,Who's Your Daddy,https://imsdb.com/Movie%20Scripts/Who's%20Your%20Daddy%20Script.html,"Written by Maria Veltre Druse,Jack Sekowski",https://imsdb.com/scripts/Who's-Your-Daddy.html
1191,Wild At Heart,https://imsdb.com/Movie%20Scripts/Wild%20At%20Heart%20Script.html,Written by David Lynch,https://imsdb.com/scripts/Wild-At-Heart.html
1192,"Wild Bunch, The","https://imsdb.com/Movie%20Scripts/Wild%20Bunch,%20The%20Script.html","Written by Walon Green,Sam Peckinpah","https://imsdb.com/scripts/Wild-Bunch,-The.html"
1193,Wild Hogs,https://imsdb.com/Movie%20Scripts/Wild%20Hogs%20Script.html,Written by Brad Copeland,https://imsdb.com/scripts/Wild-Hogs.html
1194,Wild Things,https://imsdb.com/Movie%20Scripts/Wild%20Things%20Script.html,"Written by Stephen Peters,Kem Nunn",https://imsdb.com/scripts/Wild-Things.html
1195,Wild Things: Diamonds in the Rough,https://imsdb.com/Movie%20Scripts/Wild%20Things:%20Diamonds%20in%20the%20Rough%20Script.html,"Written by Andy Hurst,Ross Helford",https://imsdb.com/scripts/Wild-Things-Diamonds-in-the-Rough.html
1196,Wild Wild West,https://imsdb.com/Movie%20Scripts/Wild%20Wild%20West%20Script.html,"Written by S. S. Wilson,Brent Maddock,Jeffrey Price,Peter S. Seaman,Jim Thomas,John Thomas",https://imsdb.com/scripts/Wild-Wild-West.html
1197,Willow,https://imsdb.com/Movie%20Scripts/Willow%20Script.html,"Written by George Lucas,Bob Dolman",https://imsdb.com/scripts/Willow.html
1198,Win Win,https://imsdb.com/Movie%20Scripts/Win%20Win%20Script.html,Written by Tom McCarthy,https://imsdb.com/scripts/Win-Win.html
1199,Wind Chill,https://imsdb.com/Movie%20Scripts/Wind%20Chill%20Script.html,"Written by Joseph Gangemi,Steven Katz",https://imsdb.com/scripts/Wind-Chill.html
1200,Withnail and I,https://imsdb.com/Movie%20Scripts/Withnail%20and%20I%20Script.html,Written by Bruce Robinson,https://imsdb.com/scripts/Withnail-and-I.html
1201,Witness,https://imsdb.com/Movie%20Scripts/Witness%20Script.html,"Written by Earl W. Wallace,Pamela Wallace,William Kelley",https://imsdb.com/scripts/Witness.html
